NS,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECONOCIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
454,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
455,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
456,OTRO,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,OTROS ESTUDIOS,NO,NaN,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
457,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
458,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
459,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
460,OTRO,OTRO,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
461,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
462,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
463,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
464,CASA INDEPENDIENTE,PROPIA,SI,NO,PADRES Y HERMANOS,SECUNDARIA,NaN,SI,INDEPENDIENTE,NaN,NaN,SI,PROPIA,POR SU CUENTA
465,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
466,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
467,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
468,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
469,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
470,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
471,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,NaN,SI,NaN,SI,NaN,POR SU CUENTA
472,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
473,CASA INDEPENDIENTE,PROPIA,SI,NO,OTROS PARIENTES,SUP. UNIV. COMPLETA,NaN,SI,DEPENDIENTE,NaN,NaN,SI,PROPIA,SUS PADRES
474,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,NO,NaN,NO,NaN,SI,PROPIA,POR SU CUENTA
475,OTRO,OTRO,SI,NO,SOLO HERMANOS,SECUNDARIA,NaN,SI,INDEPENDIENTE,NaN,NaN,SI,PROPIA,POR SU CUENTA
476,CASA INDEPENDIENTE,PROPIA,SI,NO,SOLO HERMANOS,SECUNDARIA,NaN,SI,INDEPENDIENTE,NaN,NaN,SI,PROPIA,POR SU CUENTA
477,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
478,CASA INDEPENDIENTE,OTRO,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
479,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
480,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
481,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
482,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
483,CASA INDEPENDIENTE,OTRO,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
484,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
485,OTRO,OTRO,SI,SI,OTROS PARIENTES,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,POR SU CUENTA
486,CASA INDEPENDIENTE,ALQUILADA,SI,SI,SOLO HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
487,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,POR SU CUENTA
488,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
489,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
490,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
491,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,NO,NaN,SUS PADRES
492,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
493,CASA INDEPENDIENTE,ALQUILADA,SI,SI,SOLO MADRE,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
494,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
495,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
496,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
497,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
498,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
499,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
500,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
501,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
502,OTRO,ALQUILADA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
503,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
504,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
505,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
506,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
507,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
508,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
509,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
510,CASA INDEPENDIENTE,PROPIA,SI,SI,OTROS PARIENTES,SUP. UNIV. INCOMPLETA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
511,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
512,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
513,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
514,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,OTRAS,POR SU CUENTA
515,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,NO,NaN,SUS PADRES
516,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
517,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO(A),SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
518,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
519,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,SI,PROPIA,POR SU CUENTA
520,CASA INDEPENDIENTE,PROPIA,NO,SI,OTROS PARIENTES,NaN,ESTUDIOS TECNICOS NO UNIVERSITARIOS,NaN,NaN,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,POR SU CUENTA
521,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
522,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
523,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
524,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
525,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
526,OTRO,OTRO,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,NO,NaN,SI,INDEPENDIENTE,NO,NaN,OTROS
527,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
528,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,NO,NaN,SUS PADRES
529,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,NO,NaN,SUS PADRES
530,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
531,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
532,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,POR SU CUENTA
533,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
534,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
535,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,OTROS
536,CASA INDEPENDIENTE,OTRO,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
537,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
538,OTRO,ALQUILADA,SI,NO,PADRES Y HERMANOS,OTROS ESTUDIOS,NaN,SI,INDEPENDIENTE,NaN,NaN,SI,CABINAS DE INTERNET,OTROS
539,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
540,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
541,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
542,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,OTROS
543,OTRO,PROPIA,NO,SI,SOLO MADRE,NaN,OTROS ESTUDIOS,NaN,NaN,NO,NaN,SI,OTRAS,POR SU CUENTA
544,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
545,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,SI,OTRAS,SUS PADRES
546,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SUP. UNIV. INCOMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
547,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
548,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
549,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
550,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
551,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
552,OTRO,ALQUILADA,SI,SI,SOLO(A),SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,OTROS
553,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,NO,NaN,NO,NaN,SI,CABINAS DE INTERNET,POR SU CUENTA
554,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
555,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
556,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
557,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
558,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
559,OTRO,OTRO,NO,SI,OTROS PARIENTES,NaN,OTROS ESTUDIOS,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,OTROS
560,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
561,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
562,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
563,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
564,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
565,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
566,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
567,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
568,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
